date,ticker,open,high,low,close,volume,return_1d
2019-01-02,AAPL,36.85425417348387,37.796491209681555,36.69721406234268,37.5752067565918,148158800,0.0
2019-01-03,AAPL,34.258358869125516,34.6723728598737,33.78724200424014,33.83245086669922,365248800,-0.09960706042518286
2019-01-04,AAPL,34.38920962205962,35.34572225455704,34.215515743213864,35.27671813964844,234428400,0.042688816090790116
2019-01-07,AAPL,35.38142134656096,35.41235448462619,34.715193439506045,35.19820785522461,219111200,-0.00222555522634027
2019-01-08,AAPL,35.58605447908242,36.12379740470183,35.33860022431953,35.86920166015625,164101200,0.01906329457714251
2019-01-09,AAPL,35.997669623478394,36.76859071870635,35.60269496042507,36.47830581665039,180396400,0.0169812576891204
2019-01-10,AAPL,36.285585382893906,36.6353549226105,35.89536677383828,36.594905853271484,143122800,0.003196421380070591
2019-01-11,AAPL,36.37601259292521,36.57112013312337,36.050034616098465,36.235626220703125,108092800,-0.009817749880513538
2019-01-14,AAPL,35.892987649413605,35.99292128203398,35.505147127305,35.690738677978516,129756800,-0.015037343066898301
2019-01-15,AAPL,35.754979642864214,36.49734577535337,35.70263294063492,36.421207427978516,114843600,0.020466618990172547
2019-01-16,AAPL,36.42358841863822,37.089816257077324,36.40455292260857,36.866153717041016,122278800,0.012216681446993949
2019-01-17,AAPL,36.69008170716224,37.513349745758426,36.466419145147384,37.085060119628906,119284800,0.005937869306032351
2019-01-18,AAPL,37.47526516061134,37.56568283518738,37.11359809295588,37.31346893310547,135004000,0.006159051993977149
2019-01-22,AAPL,37.21592893393081,37.29206729904574,36.31414077866992,36.4759407043457,121576000,-0.02244573481659562
2019-01-23,AAPL,36.678179828590224,36.913740003402474,36.095231841531145,36.62345504760742,92522400,0.004044154596515748
2019-01-24,AAPL,36.66866951484015,36.75670551912618,36.10475693707266,36.33317565917969,101766000,-0.007926051434808512
2019-01-25,AAPL,36.99464469097902,37.62518334431793,36.71863903105032,37.53714370727539,134142000,0.033136879071332004
2019-01-28,AAPL,37.068396033223685,37.19688471328752,36.56159006151442,37.18974685668945,104768400,-0.009254749197089462
2019-01-29,AAPL,37.177847900505746,37.625172928252375,36.66866024088639,36.804283142089844,166348800,-0.010364784575840003
2019-01-30,AAPL,38.84342126658753,39.53344077404036,38.12484669885647,39.319297790527344,244439200,0.0683348358865683
2019-01-31,AAPL,39.523919828201805,40.211561172854836,39.15511484279429,39.602439880371094,162958400,0.007201097317459215
2019-02-01,AAPL,39.72617627176372,40.206808976586736,39.481096506586674,39.621482849121094,130672400,0.0004808534223528227
2019-02-04,AAPL,39.83324707358817,40.844484731789514,39.80231393635287,40.74692916870117,125982000,0.02840495202730775
2019-02-05,AAPL,41.13000755385985,41.65823077875106,41.00866034892797,41.44408416748047,144406400,0.017109387455749747
2019-02-06,AAPL,41.55589920925261,41.774805516783026,41.12761341528442,41.45834732055664,112958400,0.0003441541383453206
2019-02-07,AAPL,41.02055602108315,41.38698298759363,40.53040376906899,40.67316818237305,126966800,-0.018938987898204807
2019-02-08,AAPL,40.38163017938253,40.78069075259095,40.24542197642421,40.720951080322266,95280000,0.001174801474401077
2019-02-11,AAPL,40.87389005294555,40.91212432348893,40.44376362488432,40.48677444458008,83973600,-0.005750765380707179
2019-02-12,AAPL,40.646879429338085,40.861940817256425,40.551293754313846,40.835655212402344,89134000,0.008617153937511723
2019-02-13,AAPL,40.95513438892217,41.21559851553818,40.603864782993156,40.665992736816406,89960800,-0.004154763152530716
2019-02-14,AAPL,40.553695204329756,40.92407838764119,40.474838371237844,40.81415939331055,87342800,0.003643502753100103
2019-02-15,AAPL,40.92167906223181,41.0292097524213,40.563240997453136,40.72334289550781,98507200,-0.0022251223387347308
2019-02-19,AAPL,40.553696116368684,40.967093784400845,40.5011248931251,40.84522247314453,75891200,0.0029928677011965554
2019-02-20,AAPL,40.9073497098224,41.41633302299609,40.85955868823257,41.10807418823242,104457600,0.0064353111373236516
2019-02-21,AAPL,41.05312018203308,41.18932479407747,40.69468200287602,40.87628936767578,68998800,-0.005638425665364544
2019-02-22,AAPL,41.00054249285786,41.33986347807937,40.952751472416445,41.33269500732422,75652800,0.011165535001064875
2019-02-25,AAPL,41.61705621686482,42.02567363199999,41.56687327570063,41.63378143310547,87493600,0.007284461507479634
2019-02-26,AAPL,41.509515845654406,41.889459289505155,41.380476110544926,41.65766906738281,68280800,0.0005737560571028588
2019-02-27,AAPL,41.39004769767015,41.817782266227354,41.27534486960349,41.78671646118164,111341600,0.0030978063988671423
2019-02-28,AAPL,41.65528298161905,41.79626774171743,41.32073860868711,41.37569808959961,112861600,-0.00983610119172329
2019-03-01,AAPL,41.64573720742364,41.853630185825686,41.31358463853887,41.81061935424805,103544800,0.010511514843969838
2019-03-04,AAPL,41.982662637196206,42.47491707019806,41.57165330268141,42.020896911621094,109744800,0.005029285875711054
2019-03-05,AAPL,42.04240144907716,42.05673839013298,41.70785702415031,41.944427490234375,78949600,-0.0018197950783285233
2019-03-06,AAPL,41.73892157519718,41.93486948700485,41.56448272054905,41.70307922363281,83241600,-0.005754000734847442
2019-03-07,AAPL,41.54773961778568,41.683947799484365,41.10566829972887,41.220367431640625,99185600,-0.011574967627777433
2019-03-08,AAPL,40.69945331449648,41.356589832825826,40.50350540248133,41.318355560302734,95997600,0.0023771774675374058
2019-03-11,AAPL,41.93486368501011,42.80228128884256,41.901409612771666,42.74971008300781,128044000,0.034642098004507016
2019-03-12,AAPL,43.01256153152322,43.65058075669441,42.862016399372486,43.23001480102539,129870400,0.011235274276362617
2019-03-13,AAPL,43.55022062620234,43.80112797633808,43.23240513552643,43.42118453979492,124130000,0.004422152979808747
2019-03-14,AAPL,43.94451125103757,43.992305916475004,43.62430741144457,43.90388870239258,94318000,0.011116789367071833
2019-03-15,AAPL,44.171515929415094,44.764132468050896,43.906271633916674,44.47499084472656,156171600,0.013008008156299322
2019-03-18,AAPL,44.39853504313718,45.0174373105252,44.39614312213301,44.92902374267578,104879200,0.010208723809170817
2019-03-19,AAPL,45.00787798013392,45.16081142055455,44.427206373732226,44.57297134399414,126585600,-0.007924774878726004
2019-03-20,AAPL,44.50128258512939,45.28029036657512,44.14284449562121,44.96247482299805,124140800,0.008738557633905408
2019-03-21,AAPL,45.40693149712946,46.914760254354924,45.35674856766888,46.61845016479492,204136800,0.03683016444970799
2019-03-22,AAPL,46.67819214407311,47.23974655431228,45.58854104236857,45.65306091308594,169630800,-0.020708308583755164
2019-03-25,AAPL,45.762975695897644,45.87528656769035,44.58969134305273,45.1010627746582,175381200,-0.012091152868777488
2019-03-26,AAPL,45.79882894425689,46.09035887304303,44.10700077672146,44.63509750366211,199202000,-0.010331580728468182
2019-03-27,AAPL,45.10345294160985,45.34479990696275,44.577744550474875,45.03654479980469,119393600,0.008993982730958416
2019-03-28,AAPL,45.151238615800494,45.29700354598629,44.811917752103355,45.09627914428711,83121600,0.0013263527374924866
2019-03-29,AAPL,45.361539130004445,45.421278816424476,45.05328030619327,45.39021301269531,94256000,0.006517918417786817
2019-04-01,AAPL,45.79404163948691,45.80359838242314,45.01503764936997,45.69845962524414,111448000,0.006791036923810223
2019-04-02,AAPL,45.662626676214224,46.46792014338811,45.65306993054865,46.36277770996094,91062800,0.014536990746835121
2019-04-03,AAPL,46.17876167314901,46.95537732871297,46.154864348336034,46.68057632446289,93087200,0.006854606867821023
2019-04-04,AAPL,46.54677194916167,46.924327200684935,46.152491481661734,46.761837005615234,76457200,0.0017407814459600157
2019-04-05,AAPL,46.94344302898936,47.09876839535696,46.81918346513947,47.07487106323242,74106400,0.006694220707787801
2019-04-08,AAPL,46.93626205487187,47.846694014476945,46.91714492350919,47.81563186645508,103526800,0.01573580100150762
2019-04-09,AAPL,47.86822348861444,48.47278889678804,47.60775565311463,47.67227554321289,143072800,-0.0029981058002657157
2019-04-10,AAPL,47.47631136744461,47.96856933777075,47.35683202096376,47.93989181518555,86781200,0.005613666830946107
2019-04-11,AAPL,47.99486393841018,48.03070629058641,47.41897250530564,47.54084014892578,83603200,-0.008324000141639032
2019-04-12,AAPL,47.60057770371108,47.82519949055509,46.886093443343924,47.52172088623047,111042800,-0.0004021650150779488
2019-04-15,AAPL,47.452420608068394,47.75589918776008,47.316212394506586,47.60774230957031,70146400,0.001810149584982046
